id,rating,joke_id,Joke,id,joke_rater_id
43303,5,527,480
43304,1,592,480
43305,5,552,480
43306,5,588,480
43307,4,589,480
43308,5,618,480
43309,5,598,480
43310,4,650,480
43311,5,601,480
43312,5,537,480
43313,5,531,480
43314,5,641,480
43315,5,530,480
43316,5,649,480
43317,3,545,480
43318,3,560,480
43319,2,533,480
43320,3,605,480
43321,5,556,480
43322,2,627,480
43323,5,505,480
43324,5,587,480
43325,4,644,480
43326,2,535,480
43327,1,659,480
43328,3,573,480
43329,3,591,480
43330,3,620,480
43331,5,660,480
43332,5,666,480
43333,3,549,480
43334,5,621,480
43335,5,638,480
43336,3,506,480
43337,5,590,480
43338,3,584,480
43339,5,565,480
43340,4,562,480
43341,2,570,480
43342,3,519,480
43343,3,534,480
43344,5,652,480
43345,2,655,480
43346,5,554,480
43347,5,636,480
43348,4,547,480
43349,4,645,480
43350,5,613,480
43351,5,664,480
43352,3,615,480
43354,3,648,480
43355,3,614,480
43356,3,559,480
43357,4,609,480
43358,4,521,480
43359,5,525,480
43360,5,585,480
43361,4,667,480
43362,5,658,480
43363,3,567,480
43364,1,538,480
43365,5,514,480
43366,5,624,480
43367,3,643,480
43368,5,639,480
43369,5,626,480
43370,5,542,480
43371,5,548,480
43372,5,637,480
43373,5,558,480
43374,3,528,480
43375,4,581,480
43376,4,507,480
43377,3,663,480
43378,3,600,480
43379,3,595,480
43380,3,513,480
43381,2,606,480
43382,4,619,480
43383,5,617,480
43384,4,515,480
43385,5,532,480
43386,5,625,480
43387,4,622,480
43388,3,640,480
43389,5,653,480
43390,4,541,480
43391,4,602,480
43392,2,612,480
43393,5,546,480
43394,1,582,480
43395,5,623,480
43396,5,539,480
43397,4,566,480
43398,5,597,480
43399,3,616,480
43400,4,599,480
43401,4,540,480
43402,4,509,480
43403,2,642,480
43404,3,629,480
43405,5,563,480
43406,3,569,480
43407,3,529,480
43408,5,568,480
43409,4,661,480
43410,2,628,480
43411,5,520,480
43412,5,511,480
43413,5,580,480
43414,5,646,480
43415,4,526,480
43416,4,654,480
43417,4,578,480
43418,2,634,480
43419,2,572,480
43420,5,665,480
43421,4,543,480
43422,5,564,480
43423,3,522,480
43424,4,523,480
43425,5,586,480
43426,4,516,480
43427,5,579,480
43428,3,518,480
43429,2,561,480
43430,4,651,480
43431,5,512,480
43432,5,633,480
43433,3,536,480
43434,4,555,480
43435,5,604,480
43436,5,553,480
43437,5,631,480
43438,5,583,480
43439,5,508,480
43440,5,517,480
43441,4,571,480
43443,5,611,480
43444,4,577,480
43445,3,593,480
43446,5,550,480
43447,3,551,480
43448,3,524,480
43449,5,544,480
43450,4,610,480
43451,5,574,480
43452,5,635,480
43453,5,647,480
43454,5,594,480
43455,1,576,480
43456,5,608,480
43457,4,527,503
43458,2,592,503
43459,4,552,503
43460,3,588,503
43461,4,589,503
43462,4,618,503
43463,1,598,503
43464,3,650,503
43465,3,601,503
43466,1,537,503
43467,5,531,503
43468,2,641,503
43469,4,530,503
43470,5,649,503
43471,2,545,503
43472,3,560,503
43473,3,533,503
43474,3,605,503
43475,5,556,503
43476,1,627,503
43477,4,505,503
43478,4,587,503
43479,2,644,503
43480,5,535,503
43481,3,659,503
43482,3,573,503
43483,5,591,503
43484,4,620,503
43485,5,660,503
43486,3,666,503
43487,4,549,503
43488,5,621,503
43489,4,638,503
43490,3,506,503
43491,4,590,503
43492,4,584,503
43493,1,565,503
43494,1,562,503
43495,5,570,503
43496,4,519,503
43497,4,534,503
43498,4,652,503
43499,2,655,503
43500,2,554,503
43501,3,636,503
43502,3,547,503
43503,4,645,503
43504,5,613,503
43505,5,664,503
43506,2,615,503
43508,3,648,503
43509,2,614,503
43510,4,559,503
43511,4,609,503
43512,4,521,503
43513,3,525,503
43514,4,585,503
43515,5,667,503
43516,4,658,503
43517,1,567,503
43518,5,538,503
43519,5,514,503
43520,4,624,503
43521,2,643,503
43522,1,639,503
43523,2,626,503
43524,3,542,503
43525,4,548,503
43526,4,637,503
43527,3,558,503
43528,2,528,503
43529,2,581,503
43530,4,507,503
43531,5,663,503
43532,4,600,503
43533,2,595,503
43534,2,513,503
43535,4,606,503
43536,3,619,503
43537,5,617,503
43538,3,515,503
43539,5,532,503
43540,5,625,503
43541,4,622,503
43542,2,640,503
43543,1,653,503
43544,5,541,503
43545,4,602,503
43546,1,612,503
43547,4,546,503
43548,3,582,503
43549,5,623,503
43550,1,539,503
43551,4,566,503
43552,3,597,503
43554,3,599,503
43555,3,540,503
43556,3,509,503
43557,2,642,503
43558,2,629,503
43559,4,563,503
43560,2,569,503
43561,3,529,503
43562,4,568,503
43563,4,661,503
43564,2,628,503
43565,5,520,503
43566,3,511,503
43567,2,580,503
43568,1,646,503
43569,4,526,503
43570,1,654,503
43571,3,578,503
43572,2,634,503
43573,3,572,503
43574,4,665,503
43575,3,543,503
43576,2,564,503
43577,4,523,503
43578,3,586,503
43579,4,516,503
43580,3,579,503
43581,2,518,503
43582,4,561,503
43583,1,651,503
43584,4,512,503
43585,2,633,503
43586,2,536,503
43587,4,555,503
43588,3,604,503
43589,1,553,503
43590,2,631,503
43591,3,583,503
43592,3,508,503
43593,3,517,503
43594,2,571,503
43596,1,611,503
43597,5,577,503
43598,2,593,503
43599,4,550,503
43600,2,551,503
43601,3,524,503
43602,5,544,503
43603,4,610,503
43604,4,574,503
43605,4,635,503
43606,4,647,503
43607,2,594,503
43608,1,576,503
43609,4,608,503
43610,2,527,476
43611,2,592,476
43612,4,552,476
43613,4,588,476
43614,3,589,476
43615,3,618,476
43616,2,598,476
43617,3,650,476
43618,3,601,476
43619,3,537,476
43620,2,531,476
43621,2,641,476
43622,5,530,476
43623,4,649,476
43624,4,545,476
43625,3,560,476
43626,3,533,476
43627,3,605,476
43628,4,556,476
43629,4,627,476
43630,3,505,476
43631,3,587,476
43632,2,644,476
43633,5,535,476
43634,3,659,476
43635,4,573,476
43636,5,591,476
43637,3,620,476
43638,4,660,476
43639,4,666,476
43640,4,549,476
43641,4,621,476
43642,2,638,476
43643,2,506,476
43644,3,590,476
43645,2,584,476
43646,3,565,476
43647,3,562,476
43648,5,570,476
43649,4,519,476
43650,3,534,476
43651,2,652,476
43652,3,655,476
43653,4,554,476
43654,2,636,476
43655,2,547,476
43656,3,645,476
43657,3,613,476
43658,4,664,476
43659,4,615,476
43661,3,648,476
43662,3,614,476
43663,3,559,476
43664,3,609,476
43665,3,521,476
43666,2,525,476
43667,2,585,476
43668,3,667,476
43669,5,658,476
43670,2,567,476
43671,2,538,476
43672,5,514,476
43673,3,624,476
43674,3,643,476
43675,5,639,476
43676,2,626,476
43677,4,542,476
43678,2,548,476
43679,4,637,476
43680,2,558,476
43681,4,528,476
43682,3,581,476
43683,4,507,476
43684,4,663,476
43685,3,600,476
43686,2,595,476
43687,4,513,476
43688,4,606,476
43689,5,619,476
43690,4,617,476
43691,4,515,476
43692,4,532,476
43693,3,625,476
43694,4,622,476
43695,3,640,476
43696,4,653,476
43697,3,541,476
43698,4,602,476
43699,3,612,476
43700,3,546,476
43701,3,582,476
43702,5,623,476
43703,2,539,476
43704,3,566,476
43705,4,597,476
43706,3,616,476
43707,3,599,476
43708,2,540,476
43709,1,509,476
43710,4,642,476
43711,4,629,476
43712,3,563,476
43713,3,569,476
43714,4,529,476
43715,3,568,476
43716,4,661,476
43717,4,628,476
43718,4,520,476
43719,4,511,476
43720,4,580,476
43721,2,646,476
43722,4,526,476
43723,3,654,476
43724,4,578,476
43725,4,634,476
43726,2,572,476
43727,3,665,476
43728,3,543,476
43729,2,564,476
43730,2,522,476
43731,3,523,476
43732,4,586,476
43733,2,516,476
43734,4,579,476
43735,2,518,476
43736,3,561,476
43737,4,651,476
43738,2,512,476
43739,4,633,476
43740,3,536,476
43741,3,555,476
43742,3,604,476
43743,4,553,476
43744,5,631,476
43745,4,583,476
43746,4,508,476
43747,4,517,476
43748,4,571,476
43750,4,611,476
43751,4,577,476
43752,4,593,476
43753,2,550,476
43754,4,551,476
43755,4,524,476
43756,5,544,476
43757,3,610,476
43758,3,574,476
43759,3,635,476
43760,3,647,476
43761,2,594,476
43762,3,576,476
43763,4,608,476
43764,1,527,462
43765,2,592,462
43766,4,552,462
43767,3,588,462
43768,4,589,462
43769,2,618,462
43770,2,598,462
43771,3,650,462
43772,4,601,462
43773,3,537,462
43774,1,531,462
43775,3,641,462
43776,5,530,462
43777,4,649,462
43778,1,545,462
43779,3,560,462
43780,1,533,462
43781,4,605,462
43782,3,556,462
43783,2,627,462
43784,1,505,462
43785,1,587,462
43786,1,644,462
43787,3,535,462
43788,3,659,462
43789,3,573,462
43790,1,591,462
43791,2,620,462
43792,2,660,462
43793,4,666,462
43794,5,549,462
43795,5,621,462
